"county","state","mean_household_income","pctile","race","deaths","population","crude_rate"
"Hamilton","IN",114397,99,"Black or African American",21,2505,838.323353293413
"Hamilton","NE",77356,88,"White",10,1847,541.418516513265
"Hamilton","OH",73587,83,"Black or African American",1214,68700,1767.10334788937
"Hamilton","OH",73587,83,"White",902,121855,740.224036765008
"Hamilton","TN",69706,77,"Black or African American",302,18315,1648.92164892165
"Hamilton","TN",69706,77,"White",343,50352,681.204321576104
"Hamilton","TX",63120,59,"White",10,1556,642.6735218509
"Hamlin","SD",70843,79,"White",11,1756,626.423690205011
"Hampden","MA",68886,75,"White",462,80859,571.36496864913
"Hampden","MA",68886,75,"Black or African American",133,14497,917.43119266055
"Hampshire","MA",82568,92,"White",78,19068,409.062303335431
"Hampshire","WV",43264,4,"White",25,4265,586.166471277843
"Hampton","SC",46453,9,"Black or African American",35,2770,1263.53790613718
"Hancock","GA",40321,2,"Black or African American",22,1435,1533.10104529617
"Hancock","IL",60325,50,"White",17,3802,447.133087848501
"Hancock","IN",78575,89,"White",75,12954,578.971746178786
"Hancock","KY",59217,46,"White",14,1985,705.28967254408
"Hancock","ME",67199,70,"White",39,8367,466.116887773396
"Hancock","MS",56799,38,"White",55,8421,653.129082056763
"Hancock","OH",67317,71,"White",105,15768,665.905631659056
"Hancock","WV",54019,29,"White",40,5248,762.19512195122
"Hanover","VA",95753,97,"Black or African American",21,1706,1230.94958968347
"Hanover","VA",95753,97,"White",65,15977,406.834825061025
"Haralson","GA",57070,38,"White",46,6160,746.753246753247
"Hardee","FL",51648,21,"White",48,7018,683.955542889712
"Hardeman","TN",46012,8,"Black or African American",36,2638,1364.67020470053
"Hardeman","TN",46012,8,"White",26,2689,966.90219412421
"Hardeman","TX",46280,8,"White",10,834,1199.04076738609
"Hardin","IA",65477,67,"White",17,3367,504.900504900505
"Hardin","KY",64573,64,"White",137,21989,623.038792123334
"Hardin","KY",64573,64,"Black or African American",48,4155,1155.23465703971
"Hardin","OH",55951,35,"White",43,7034,611.316462894512
"Hardin","TN",56340,36,"White",39,4733,824.001690259877
"Hardin","TX",75078,85,"White",54,11503,469.442754064157
"Hardy","WV",53214,26,"White",17,2560,664.0625
"Harford","MD",96509,97,"Black or African American",82,8372,979.455327281414
"Harford","MD",96509,97,"White",164,40982,400.175686886926
"Harlan","KY",38965,2,"White",54,6780,796.46017699115
"Harnett","NC",59353,47,"White",133,21887,607.666651436926
"Harnett","NC",59353,47,"Black or African American",109,6797,1603.64866853023
"Harney","OR",53660,28,"White",10,1300,769.230769230769
"Harper","KS",61742,55,"White",11,1425,771.929824561404
"Harris","GA",82672,92,"Black or African American",10,1018,982.318271119843
"Harris","GA",82672,92,"White",26,4348,597.976080956762
"Harris","TX",83156,92,"Black or African American",2548,232092,1097.84051152129
"Harris","TX",83156,92,"White",4724,891423,529.939209555957
"Harrison","IA",66214,68,"White",14,3113,449.726951493736
"Harrison","IN",64218,63,"White",43,7886,545.27009890946
"Harrison","KY",55088,32,"White",34,3826,888.656560376372
"Harrison","MO",49309,15,"White",15,2084,719.769673704415
"Harrison","MS",56169,35,"White",255,34381,741.688723422821
"Harrison","MS",56169,35,"Black or African American",195,14689,1327.52399754919
"Harrison","OH",55798,34,"White",35,3093,1131.58745554478
"Harrison","TX",63467,61,"Black or African American",51,3555,1434.59915611814
"Harrison","TX",63467,61,"White",69,11551,597.3508787118
"Harrison","WV",61497,53,"White",94,13733,684.482633073618
"Hart","GA",51687,21,"White",29,3795,764.163372859025
"Hart","KY",48109,12,"White",26,4085,636.474908200734
"Hartford","CT",91795,96,"White",748,131815,567.461973220043
"Hartford","CT",91795,96,"Black or African American",417,34772,1199.24076843437
"Harvey","KS",64324,63,"White",41,7791,526.248235143114
"Haskell","KS",67216,71,"White",13,1193,1089.6898575021
"Haskell","OK",47712,11,"White",19,2162,878.81591119334
"Hawaii","HI",70004,77,"White",61,12812,476.116141117702
"Hawkins","TN",51063,19,"White",85,10504,809.215536938309
"Hays","TX",78681,89,"White",120,31237,384.15981048116
"Hays","TX",78681,89,"Black or African American",13,1343,967.982129560685
"Haywood","NC",58767,45,"White",64,9880,647.773279352227
"Haywood","TN",48062,12,"Black or African American",46,2463,1867.64108810394
"Haywood","TN",48062,12,"White",16,1846,866.738894907909
"Heard","GA",52984,26,"White",25,2324,1075.73149741824
"Hempstead","AR",46014,8,"Black or African American",24,2041,1175.89416952474
"Hempstead","AR",46014,8,"White",16,4020,398.009950248756
"Henderson","KY",56888,38,"Black or African American",16,1128,1418.43971631206
"Henderson","KY",56888,38,"White",74,9521,777.229282638378
"Henderson","NC",61103,52,"White",109,18661,584.10588928782
"Henderson","TN",51394,20,"White",46,5399,852.009631413225
"Henderson","TX",60598,51,"Black or African American",23,1375,1672.72727272727
"Henderson","TX",60598,51,"White",91,15441,589.340068648404
"Hendricks","IN",85247,93,"White",153,28495,536.936304614845
"Hendry","FL",54242,29,"White",54,9181,588.171223178303
"Hendry","FL",54242,29,"Black or African American",19,1605,1183.80062305296
"Hennepin","MN",95858,97,"White",826,190880,432.732606873428
"Hennepin","MN",95858,97,"Black or African American",592,65062,909.901324890105
"Henrico","VA",86708,94,"White",199,42257,470.927893603427
"Henrico","VA",86708,94,"Black or African American",300,21272,1410.30462579917
"Henry","GA",74509,84,"Black or African American",158,15015,1052.28105228105
"Henry","GA",74509,84,"White",155,26547,583.870117150714
"Henry","IA",62526,57,"White",20,3981,502.386335091686
"Henry","IL",67765,72,"White",54,9638,560.282216227433
"Henry","IN",56925,38,"White",78,8938,872.678451555158
"Henry","KY",57019,38,"White",19,3077,617.484562885928
"Henry","MO",54959,31,"White",38,4645,818.083961248654
"Henry","OH",65830,67,"White",33,6090,541.871921182266
"Henry","TN",54766,31,"White",56,5626,995.378599360114
"Henry","VA",47824,11,"Black or African American",39,2394,1629.07268170426
"Henry","VA",47824,11,"White",52,7729,672.790787941519
"Herkimer","NY",60001,49,"White",89,11849,751.118237825977
"Hernando","FL",53679,28,"White",147,23329,630.117021732607
"Hernando","FL",53679,28,"Black or African American",33,2489,1325.83366813982
"Hertford","NC",45835,7,"Black or African American",66,3221,2049.05308910276
"Hertford","NC",45835,7,"White",17,1310,1297.70992366412
"Hickman","TN",49431,15,"White",41,4840,847.107438016529
"Hickory","MO",41755,3,"White",10,1449,690.131124913734
"Hidalgo","TX",52350,23,"Black or African American",10,2450,408.163265306122
"Hidalgo","TX",52350,23,"White",1354,268809,503.703373026945
"Highland","OH",53290,26,"White",91,9961,913.562895291637
"Highlands","FL",50189,17,"Black or African American",45,3165,1421.8009478673
"Highlands","FL",50189,17,"White",80,13576,589.275191514437
"Hill","MT",54740,31,"White",10,2700,370.37037037037
"Hill","TX",58692,44,"Black or African American",12,762,1574.8031496063
"Hill","TX",58692,44,"White",56,7320,765.027322404372
"Hillsborough","FL",73512,83,"White",1341,206590,649.111767268503
"Hillsborough","FL",73512,83,"Black or African American",1016,66215,1534.39552971381
"Hillsborough","NH",91648,95,"White",344,76281,450.964198162059
"Hillsborough","NH",91648,95,"Black or African American",28,3946,709.579320831221
"Hillsdale","MI",56422,36,"White",60,10028,598.324690865576
"Hinds","MS",56498,36,"White",109,14843,734.352893619888
"Hinds","MS",56498,36,"Black or African American",702,48598,1444.50388904893
"Hocking","OH",55110,32,"White",38,6034,629.764666887637
"Hockley","TX",63311,60,"White",26,5471,475.233046974959
"Hoke","NC",53198,26,"Black or African American",51,4449,1146.32501685772
"Hoke","NC",53198,26,"White",45,9070,496.141124586549
"Holmes","FL",47684,11,"White",36,3723,966.96212731668
"Holmes","MS",32516,1,"Black or African American",76,5436,1398.0868285504
"Holmes","OH",66693,69,"White",101,15008,672.974413646055
"Holt","NE",61490,53,"White",10,2259,442.673749446658
"Honolulu","HI",96742,97,"White",325,66860,486.090338019743
"Honolulu","HI",96742,97,"Black or African American",134,12123,1105.33696279799
"Hood","TX",77696,88,"White",75,9809,764.603935161586
"Hopkins","KY",55432,33,"White",57,9384,607.416879795396
"Hopkins","TX",60903,52,"White",43,7643,562.606306424179
"Horry","SC",58865,45,"White",273,39668,688.212160935767
"Horry","SC",58865,45,"Black or African American",164,11187,1465.98730669527
"Houghton","MI",52015,22,"White",35,6707,521.842850752945
"Houston","AL",60028,49,"Black or African American",91,7774,1170.56856187291
"Houston","AL",60028,49,"White",103,15240,675.853018372703
"Houston","GA",67283,71,"Black or African American",143,11177,1279.41308043303
"Houston","GA",67283,71,"White",145,21408,677.316890881913
"Houston","MN",67342,71,"White",18,3628,496.141124586549
"Houston","TX",46814,9,"White",10,3088,323.834196891192
"Howard","AR",56581,37,"White",20,2762,724.112961622013
"Howard","IN",60212,49,"Black or African American",21,2352,892.857142857143
"Howard","IN",60212,49,"White",100,16642,600.889316187958
"Howard","MD",137054,100,"White",161,38552,417.617763021374
"Howard","MD",137054,100,"Black or African American",122,12565,970.951054516514
"Howard","MO",57259,39,"White",10,1972,507.09939148073
"Howard","TX",67576,72,"White",59,7259,812.784130045461
"Howell","MO",46908,9,"White",54,9423,573.065902578797
"Hubbard","MN",63001,59,"White",21,3807,551.615445232467
"Hudson","NJ",88332,94,"Black or African American",314,32379,969.764353438957
"Hudson","NJ",88332,94,"White",483,108142,446.634979933791
"Hughes","OK",48393,12,"White",15,1729,867.553499132447
"Hughes","SD",72410,81,"White",18,2882,624.566273421235
"Humboldt","CA",57720,41,"White",121,21785,555.428046821207
"Humboldt","NV",72492,81,"White",26,3927,662.083015024191
"Humphreys","MS",37496,1,"Black or African American",44,2521,1745.3391511305
"Humphreys","TN",56148,35,"White",26,3554,731.570061902082
"Hunt","TX",59919,48,"White",118,17179,686.885150474416
"Hunt","TX",59919,48,"Black or African American",26,2293,1133.88573920628
"Hunterdon","NJ",141299,100,"White",52,20085,258.899676375405
"Huntingdon","PA",55244,32,"White",41,8324,492.5516578568
"Huntington","IN",57959,41,"White",36,8163,441.014332965821
"Huron","MI",55245,32,"White",26,5830,445.969125214408
"Huron","OH",60699,51,"White",88,13865,634.691669671836
"Hutchinson","TX",64876,65,"White",44,5261,836.342900589242
"Ida","IA",67861,72,"White",10,1561,640.614990390775
"Idaho","ID",46430,9,"White",15,2766,542.299349240781
"Imperial","CA",58039,42,"White",208,45839,453.762080324614
"Independence","AR",55132,32,"White",58,7878,736.227468900736
"Indiana","PA",59673,48,"White",103,15111,681.62265899014
"Ingham","MI",64709,65,"White",239,43891,544.530769406029
"Ingham","MI",64709,65,"Black or African American",167,13091,1275.68558551677
"Inyo","CA",63636,61,"White",16,2827,565.970993986558
"Ionia","MI",59667,48,"White",70,13918,502.945825549648
"Iosco","MI",51528,21,"White",25,3853,648.845055800675
"Iowa","IA",69460,76,"White",15,3278,457.596095179988
"Iowa","WI",72381,81,"White",29,5283,548.930531894757
"Iredell","NC",74059,84,"White",160,26012,615.100722743349
"Iredell","NC",74059,84,"Black or African American",86,5416,1587.88774002954
"Iron","MI",45586,7,"White",10,1688,592.417061611374
"Iron","MO",46671,9,"White",16,2090,765.55023923445
"Iron","UT",56636,37,"White",91,13998,650.092870410059
"Iron","WI",50698,18,"White",10,660,1515.15151515152
"Iroquois","IL",61599,54,"White",41,5658,724.63768115942
"Irwin","GA",46634,9,"Black or African American",15,761,1971.09067017083
"Isabella","MI",57637,40,"White",70,10898,642.319691686548
"Isanti","MN",74313,84,"White",40,8276,483.325277912035
"Island","WA",75659,86,"White",67,14615,458.433116660965
"Itasca","MN",60554,51,"White",42,7412,566.648677819752
"Itawamba","MS",50657,18,"White",39,4465,873.460246360582
"Izard","AR",44942,6,"White",20,2197,910.332271279017
"Jack","TX",73026,82,"White",20,1708,1170.96018735363
"Jackson","AL",50214,17,"White",89,10089,882.14887501239
"Jackson","AR",47747,11,"Black or African American",10,837,1194.743130227
"Jackson","AR",47747,11,"White",15,2770,541.516245487365
"Jackson","FL",46708,9,"Black or African American",34,2732,1244.50951683748
"Jackson","FL",46708,9,"White",34,6484,524.367674275139
"Jackson","GA",68159,73,"White",85,12267,692.915953370832
"Jackson","GA",68159,73,"Black or African American",15,1066,1407.12945590994
"Jackson","IA",60303,50,"White",17,3676,462.459194776931
"Jackson","IL",52737,25,"Black or African American",37,2645,1398.86578449905
"Jackson","IL",52737,25,"White",55,8974,612.881658123468
"Jackson","IN",58975,45,"White",71,10002,709.858028394321
"Jackson","KS",66121,68,"White",19,2546,746.268656716418
"Jackson","KY",40405,2,"White",29,2942,985.723997280761
"Jackson","MI",61718,54,"Black or African American",70,4720,1483.05084745763
"Jackson","MI",61718,54,"White",199,29167,682.277916823808
"Jackson","MN",68237,73,"White",12,1925,623.376623376623
"Jackson","MO",66053,68,"White",680,115003,591.288922897664
"Jackson","MO",66053,68,"Black or African American",629,53108,1184.37900128041
"Jackson","MS",63741,61,"Black or African American",96,8246,1164.20082464225
"Jackson","MS",63741,61,"White",155,22928,676.029309141661
"Jackson","NC",52960,25,"White",41,5069,808.838035115407
"Jackson","OH",50421,18,"White",55,7516,731.772219265567
"Jackson","OK",58841,45,"White",50,6430,777.604976671851
"Jackson","OK",58841,45,"Black or African American",11,806,1364.76426799007
"Jackson","OR",62014,55,"White",189,38440,491.675338189386
"Jackson","TX",69457,76,"White",10,3215,311.04199066874
"Jackson","WI",59739,48,"White",23,3855,596.62775616083
"Jackson","WV",55167,32,"White",46,5837,788.076066472503
"Jasper","GA",53947,29,"White",20,2207,906.207521522429
"Jasper","GA",53947,29,"Black or African American",13,850,1529.41176470588
"Jasper","IA",65895,68,"White",37,7545,490.39098740888
"Jasper","IL",64535,64,"White",19,2007,946.686596910812
"Jasper","IN",66221,68,"White",50,7145,699.790062981106
"Jasper","MO",58145,42,"White",166,28208,588.485536018151
"Jasper","MS",47992,12,"Black or African American",32,2374,1347.93597304128
"Jasper","MS",47992,12,"White",13,1648,788.834951456311
"Jasper","SC",49128,14,"White",21,3364,624.256837098692
"Jasper","SC",49128,14,"Black or African American",24,2877,834.202294056309
"Jasper","TX",56858,38,"Black or African American",20,1873,1067.80565936999
"Jasper","TX",56858,38,"White",43,6648,646.811070998797
"Jay","IN",52246,23,"White",57,5455,1044.91292392301
"Jefferson","AL",68834,75,"Black or African American",1287,75362,1707.75722512672
"Jefferson","AL",68834,75,"White",570,81770,697.077167665403
"Jefferson","AR",50068,17,"Black or African American",136,12345,1101.66059133252
"Jefferson","AR",50068,17,"White",37,6066,609.957138147049
"Jefferson","CO",93255,96,"White",491,100871,486.760317633413
"Jefferson","CO",93255,96,"Black or African American",20,2597,770.119368502118
"Jefferson","FL",56194,35,"Black or African American",20,1238,1615.50888529887
"Jefferson","GA",42815,4,"White",11,1508,729.442970822281
"Jefferson","GA",42815,4,"Black or African American",41,2731,1501.28158183815
"Jefferson","ID",67284,71,"White",46,7923,580.588161050107
"Jefferson","IL",57833,41,"White",38,7476,508.293204922418
"Jefferson","IL",57833,41,"Black or African American",12,1241,966.96212731668
"Jefferson","IN",57956,41,"White",42,6357,660.689004247286
"Jefferson","KS",64722,65,"White",21,3524,595.913734392735
"Jefferson","KY",70742,79,"Black or African American",546,49251,1108.60693183895
"Jefferson","KY",70742,79,"White",651,121138,537.403622315046
"Jefferson","MO",68797,75,"White",272,48071,565.829710220299
"Jefferson","MO",68797,75,"Black or African American",10,894,1118.56823266219
"Jefferson","MS",36376,1,"Black or African American",31,1886,1643.69034994698
"Jefferson","MS",36376,1,"Black or African American",24,1951,1230.13839056894
"Jefferson","NY",62281,56,"White",187,30032,622.66915290357
"Jefferson","NY",62281,56,"Black or African American",40,3488,1146.78899082569
"Jefferson","OH",55269,32,"White",89,11254,790.829927137018
"Jefferson","OH",55269,32,"Black or African American",21,1356,1548.67256637168
